"SATISFIED ORDERS","Order Id","PC Product Id","Quantity","Profit","Discount","Net Profit"
"",382,2,12,13500,2160,15660
"",327,9,23,20700,4140,24840
"",360,9,26,33930,4680,38610
"",377,4,16,25864,0,25864
"",353,4,13,10679.5,0,10679.5
"",308,10,25,24675,4500,29175
"",351,9,23,15525,4140,19665
"",442,11,24,38916,4320,43236
"",328,6,12,14706,0,14706
"",283,11,21,20727,3780,24507
"",456,1,16,23760,2880,26640
"",312,11,23,27025,4140,31165
"",332,6,16,27816,0,27816
"",380,5,16,27360,0,27360
"",462,10,30,29610,5400,35010
"",464,4,23,39617.5,0,39617.5
"",420,11,30,50760,5400,56160
"",438,1,16,17280,2880,20160
"",345,4,17,15767.5,0,15767.5
"",298,0,28,39606,5040,44646
"",385,3,12,9702,2160,11862
"",463,5,14,11571,0,11571
"",421,0,28,34440,5040,39480
"",358,7,14,20069,0,20069
"",299,2,21,29295,3780,33075
"",423,1,17,14917.5,3060,17977.5
"",354,0,24,22140,4320,26460
"",319,1,25,39375,4500,43875
"",441,4,20,18020,0,18020
"",374,7,21,46756.5,0,46756.5
"",290,2,27,43740,4860,48600
"",393,11,27,16497,4860,21357
"",342,0,22,12177,3960,16137
"",355,2,20,18450,3600,22050
"",465,3,19,26533.5,3420,29953.5
"",392,6,17,14050.5,0,14050.5
"",372,7,21,39070.5,0,39070.5
"",449,0,25,13837.5,4500,18337.5
"",324,1,21,16065,3780,19845
"",399,4,24,17808,0,17808
"",300,2,23,19665,4140,23805
"",405,5,24,30096,0,30096
"",375,6,21,19750.5,0,19750.5
"",293,4,25,18550,0,18550
"",427,3,23,28175,4140,32315
"",450,7,18,17019,0,17019
"",376,3,21,20580,3780,24360
"",337,1,28,24570,5040,29610
"",436,14,4,8208,0,8208
"",425,14,1,1995,0,1995
"TOTALS","","","",2.30548e+06,272340,2.49009e+06


"CANCELLED ORDERS","Order Id","PC Product Id","Quantity","Total Profit","Cancellation Cost"
"",286,7,28,49532,4047.96
"",443,7,27,45292.5,3829.27
"",336,7,27,45292.5,3829.27
"",397,2,30,27675,2855.25
"",391,6,23,16387.5,2458.12
"",412,5,24,17784,2585.52
"",437,6,29,21489,3124.17
"",415,12,30,57240,4102.2
"",432,12,14,25970,1892.1
"",334,7,30,26535,3541.05
"",362,12,12,20988,1583.64
"",323,13,6,12141,877.23
"",317,12,15,23850,1908
"",381,12,20,30740,2512.2
"",453,14,17,31008,2383.74
"",411,13,28,51072,3926.16
"",329,12,20,30210,2496.3
"",285,14,3,5386.5,418.095
"",435,13,21,37107,2908.71
"",314,14,14,24738,1939.14
"",408,14,6,10089,815.67
"",417,13,18,29754,2431.62
"",313,12,22,29733,2640.99
"",291,12,28,36358,3316.74
"",326,13,4,6156,526.68
"",413,13,4,5928,519.84
"",404,13,16,21432,2010.96
"",419,14,9,11799,1123.47
"",459,14,17,21802.5,2107.57
"",357,14,14,17955,1735.65
"",352,14,15,17955,1821.15
"",303,13,2,2280,239.4
"",387,13,11,12540,1316.7
"",321,12,29,26897.5,3112.42
"",410,13,5,5557.5,594.225
"",368,12,4,3392,419.76
"",301,14,12,11970,1385.1
"",394,14,7,6384,790.02
"",325,13,11,10032,1241.46
"",365,14,11,9718.5,1232.06
"",396,13,24,19836,2647.08
"",439,12,12,7950,1192.5
"",297,14,5,3705,538.65
"",315,13,7,4987.5,748.125
"TOTALS","","",2.30548e+06,272340,87726
