"SATISFIED ORDERS","Order Id","PC Product Id","Quantity","Profit","Discount","Net Profit"
"",393,5,23,29497.5,6210,35707.5
"",411,11,11,9823,0,9823
"",457,11,11,8530.5,0,8530.5
"",400,2,26,15795,4680,20475
"",310,11,12,12408,0,12408
"",437,3,28,40474,5040,45514
"",448,6,28,43092,7560,50652
"",372,1,29,22837.5,5220,28057.5
"",337,3,24,21756,4320,26076
"",456,8,18,9594,0,9594
"",373,6,24,22572,6480,29052
"",383,3,28,34986,5040,40026
"",322,9,18,21060,0,21060
"",379,7,27,51057,7290,58347
"",381,8,21,15928.5,0,15928.5
"",422,11,16,21808,0,21808
"",385,1,30,16875,5400,22275
"",363,10,27,43780.5,0,43780.5
"",346,11,15,15157.5,0,15157.5
"",352,7,27,37881,7290,45171
"",282,11,20,31960,0,31960
"",465,7,23,20343.5,6210,26553.5
"",407,12,1,1961,0,1961
"TOTALS","","","",2.29758e+06,328050,2.51431e+06


"CANCELLED ORDERS","Order Id","PC Product Id","Quantity","Total Profit","Cancellation Cost"
"",392,7,27,37057.5,3582.22
"",423,7,27,36234,3557.52
"",455,10,30,46530,3510.9
"",452,9,19,14107.5,1705.72
"",454,11,22,34122,2574.66
"",446,11,21,30103.5,2383.61
"",293,8,27,19372.5,2241.67
"",351,11,29,49749.5,3536.98
"",404,9,27,29160,2697.3
"",370,10,29,32030.5,3005.41
"",389,10,29,29986,2944.08
"",394,11,25,24675,2502.75
"",439,10,27,17131.5,2417.44
"",395,12,18,34344,2461.32
"",398,12,25,43062.5,3279.38
"",354,12,8,13780,1049.4
"",325,12,5,8612.5,655.875
"",449,13,8,16416,1176.48
"",296,13,10,20235,1462.05
"",433,13,22,43890,3197.7
"",344,13,21,41296.5,3034.39
"",283,14,20,39330,2889.9
"",357,14,23,43918.5,3284.05
"",350,13,14,26334,1987.02
"",436,12,29,45341.5,3665.74
"",425,12,18,28143,2275.29
"",302,14,7,12967.5,987.525
"",329,12,11,16324,1364.22
"",361,14,27,47709,3739.77
"",416,14,7,12169.5,963.585
"",311,13,6,10431,825.93
"",412,13,17,28585.5,2311.07
"",342,13,22,35739,2953.17
"",291,12,18,21465,2074.95
"",341,14,15,21375,1923.75
"",396,14,11,14734.5,1382.53
"",377,12,5,5565,564.45
"",453,14,7,8578.5,855.855
"",463,12,10,9805,1089.15
"",410,12,9,8824.5,980.235
"",402,14,19,21660,2274.3
"",409,14,21,23940,2513.7
"",375,12,25,21862.5,2643.38
"",365,14,10,10260,1162.8
"",294,14,13,12597,1489.41
"",420,13,7,5985,778.05
"",376,13,29,24795,3223.35
"",313,13,28,23142,3088.26
"",390,14,10,7695,1085.85
"",304,13,21,15561,2262.33
"",406,13,16,11400,1710
"TOTALS","","",2.29758e+06,328050,111327
